Codigo da oferta;Codigo da serie;Emissor;Nome do devedor;Nome de operacao;Emissao;Serie;Data de encerramento da oferta;Status da oferta;Valor total encerrado da serie;TVM;Coordenador lider;Preco unitario;Quantidade total emitida da serie;Valor total emitido da serie;Quantidade total encerrada da serie;Prazo serie;Indexador;Spread;Juros;Periodicidade taxa;Periodicidade pagamento;Data do inicio da rentabilidade;Data de vencimento;Serie senior junior;Setor ANBIMA emissor ou devedor;Segmento ANBIMA emissor ou devedor;Data de emissao;Lei 12431;Artigo da 12431;Garantia;Lastro;Risco de credito
SP-2018-00475;ANBIMA/2018/00744;Natura cosmeticos s/a;;;9;1;26/09/2018;Encerrada;389040000;Debêntures;Banco citibank s.a.;10000;38904;389040000;38904;2;Percentual DI;;110;Anualmente;Não informado;;21/09/2020;Não se aplica;Indústria e comércio;Produtos de higiene e beleza;21/09/2018;Não;;Quirografária;;Não se aplica
SP-2018-00475;ANBIMA/2018/00745;Natura cosmeticos s/a;;;9;2;26/09/2018;Encerrada;308310000;Debêntures;Banco citibank s.a.;10000;30831;308310000;30831;3;Percentual DI;;111;Anualmente;Não informado;;21/09/2021;Não se aplica;Indústria e comércio;Produtos de higiene e beleza;21/09/2018;Não;;Quirografária;;Não se aplica
SP-2018-00475;ANBIMA/2018/00746;Natura cosmeticos s/a;;;9;3;26/09/2018;Encerrada;302650000;Debêntures;Banco citibank s.a.;10000;30265;302650000;30265;4;Percentual DI;;112;Anualmente;Não informado;;21/09/2022;Não se aplica;Indústria e comércio;Produtos de higiene e beleza;21/09/2018;Não;;Quirografária;;Não se aplica
SP-2021-50368;ANBIMA/2021/50368;Planeta securitizadora sa;;;4;183;08/02/2022;Encerrada;4500000;CRI;Planeta securitizadora sa;1000;4500;4500000;4500;;Não identificado;;;Não se aplica;Não se aplica;;;;Financeiro;Securitizadoras;;;;Não se aplica;;
SP-2018-00510;ANBIMA/2018/00801;Iguatemi empresa de shopping centers s/a;;;7;2;02/10/2018;Encerrada;65741000;Debêntures;Banco btg pactual s.a.;1000;65741;65741000;65741;6;DI + Spread;1;;Anualmente;Não informado;;20/09/2024;Não se aplica;Serviços imobiliários;Administração de shopping center;20/09/2018;Não;;Quirografária;;Não se aplica
SP-2018-00449;ANBIMA/2018/00709;Habitasec securitizadora s.a.;Cna spitaletti construtora e incorporadora ltda.;;1;114;28/09/2018;Encerrada;16000000;CRI;Cm capital markets distribuidora de titulos e valores mobiliarios ltda.;1000;16000;16000000;16000;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Financiamento Imobiliário;Concentrado
SP-2018-00456;ANBIMA/2018/00721;Isec securitizadora s.a.;;;2;1;28/09/2018;Encerrada;70000000;CRA;Xp investimentos cctvm s.a.;1000;70000;70000000;70000;4,1;DI + Spread;2;;Anualmente;Mensalmente;;19/10/2022;;Financeiro;Securitizadoras;20/09/2018;Não se aplica;;Não se aplica;;
SP-2018-00467;ANBIMA/2018/00737;Cvc brasil operadora e agencia de viagens s.a.;;;3;Série Única;28/09/2018;Encerrada;200000000;Debêntures;Bb-banco de investimento s.a.;1000;200000;200000000;200000;3,5;Percentual DI;;108;Anualmente;Não informado;;13/03/2022;Não se aplica;Outros serviços;;13/09/2018;Não;;Quirografária;;Não se aplica
SP-2018-00481;ANBIMA/2018/00759;Companhia de eletricidade do estado da bahia coelba;;;11;Série Única;28/09/2018;Encerrada;800000000;Debêntures;Banco safra s a;1000;800000;800000000;800000;7;IPCA;6;;Anualmente;Não informado;;15/08/2025;Não se aplica;Energia elétrica;Distribuidora ou transmissora;15/08/2018;Sim;2;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00482;ANBIMA/2018/00760;Apice securitizadora s.a.;;;1;24;28/09/2018;Encerrada;60000000;CRA;Xp investimentos cctvm s.a.;1000;60000;60000000;60000;3,5;DI + Spread;3;;Anualmente;Mensalmente;;17/03/2022;;Financeiro;Securitizadoras;15/09/2018;Não se aplica;;Não se aplica;;
SP-2018-00506;ANBIMA/2018/00796;Xp investimentos s/a;;;1;Série Única;01/10/2018;Encerrada;400000000;Debêntures;Xp investimentos cctvm s.a.;1000;400000;400000000;400000;2;Percentual DI;;108;Anualmente;Não informado;;28/09/2020;Não se aplica;Financeiro;Participações em empresas do setor financeiro;28/09/2018;Não;;Quirografária;;Não se aplica
SP-2018-50022;ANBIMA/2018/50022;Eco securitizadora de direitos creditorios do agronegocio sa;;;1;173;01/10/2018;Encerrada;38500000;CRA;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1000;38500;38500000;38500;3,8;DI + Spread;2;;Anualmente;Anualmente;;23/02/2022;;Financeiro;Securitizadoras;17/05/2018;Não se aplica;;Não se aplica;;
SP-2018-50022;ANBIMA/2018/50023;Eco securitizadora de direitos creditorios do agronegocio sa;;;1;174;01/10/2018;Encerrada;51500000;CRA;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1000;51500;51500000;51500;3,8;DI + Spread;2;;Anualmente;Anualmente;;23/02/2022;;Financeiro;Securitizadoras;17/05/2018;Não se aplica;;Não se aplica;;
SP-2018-50120;ANBIMA/2018/50120;Gaster participacoes s/a. ;;;2;Série Única;01/10/2018;Encerrada;240013000;Debêntures;Banco modal s.a.;1000;240013;240013000;240013;2;DI + Spread;3;;Anualmente;Não informado;;13/11/2019;Não se aplica;Empreendimentos e participações;Outras participações;13/11/2017;Não;;Real com garantia adicional;;Não se aplica
SP-2018-50121;ANBIMA/2018/50121;Ww holding s.a.;;;1;Série Única;01/10/2018;Encerrada;23000000;Debêntures;Banco de investimentos credit suisse (brasil) s.a.;1000000;23;23000000;23;4;DI + Spread;1;;Anualmente;Não informado;;10/09/2022;Não se aplica;Empreendimentos e participações;Outras participações;10/09/2018;Não;;Quirografária;;Não se aplica
SP-2018-00510;ANBIMA/2018/00802;Iguatemi empresa de shopping centers s/a;;;7;3;02/10/2018;Encerrada;229435000;Debêntures;Banco btg pactual s.a.;1000;229435;229435000;229435;6;Percentual DI;;109;Anualmente;Não informado;;20/09/2024;Não se aplica;Serviços imobiliários;Administração de shopping center;20/09/2018;Não;;Quirografária;;Não se aplica
SP-2018-00460;ANBIMA/2018/00726;Guaraciaba transmissora de energia (tp sul) s.a. ;;;2;Série Única;03/10/2018;Encerrada;118000000;Debêntures;Banco santander (brasil) s.a.;1000;118000;118000000;118000;12,4;IPCA;7;;Anualmente;Não informado;;15/12/2030;Não se aplica;Energia elétrica;Distribuidora ou transmissora;15/07/2018;Sim;2;Real com garantia adicional;;Não se aplica
SP-2023-80197;ANBIMA/2018/00775;Nsp investimentos s.a. - em recuperacao judicial;;;2;1;03/10/2018;Encerrada;1715000000;Debêntures;Banco santander (brasil) s.a.;1;1715000000;1715000000;1715000000;1,1;Percentual DI;;135;Anualmente;Não informado;;31/05/2019;Não se aplica;Empreendimentos e participações;Outras participações;19/04/2018;Não;;Real com garantia adicional;;Não se aplica
SP-2023-80197;ANBIMA/2018/00776;Nsp investimentos s.a. - em recuperacao judicial;;;2;2;03/10/2018;Encerrada;885000000;Debêntures;Banco santander (brasil) s.a.;1;885000000;885000000;885000000;1,1;Percentual DI;;135;Anualmente;Não informado;;31/05/2019;Não se aplica;Empreendimentos e participações;Outras participações;19/04/2018;Não;;Real com garantia adicional;;Não se aplica
SP-2023-80197;ANBIMA/2018/00777;Nsp investimentos s.a. - em recuperacao judicial;;;2;3;03/10/2018;Encerrada;183620185;Debêntures;Banco santander (brasil) s.a.;1;183620185;183620185;183620185;10;Percentual DI;;115;Anualmente;Não informado;;20/04/2028;Não se aplica;Empreendimentos e participações;Outras participações;19/04/2018;Não;;Real com garantia adicional;;Não se aplica
SP-2023-80197;ANBIMA/2018/00778;Nsp investimentos s.a. - em recuperacao judicial;;;2;4;03/10/2018;Encerrada;322492316;Debêntures;Banco santander (brasil) s.a.;1;322492316;322492316;322492316;10;Percentual DI;;115;Anualmente;Não informado;;20/04/2028;Não se aplica;Empreendimentos e participações;Outras participações;19/04/2018;Não;;Real com garantia adicional;;Não se aplica
SP-2023-80197;ANBIMA/2018/00779;Nsp investimentos s.a. - em recuperacao judicial;;;2;5;03/10/2018;Encerrada;300861741;Debêntures;Banco santander (brasil) s.a.;1;300861741;300861741;300861741;13,7;Percentual DI;;115;Anualmente;Não informado;;20/12/2031;Não se aplica;Empreendimentos e participações;Outras participações;19/04/2018;Não;;Real com garantia adicional;;Não se aplica
SP-2023-80197;ANBIMA/2018/00780;Nsp investimentos s.a. - em recuperacao judicial;;;2;6;03/10/2018;Encerrada;207250000;Debêntures;Banco santander (brasil) s.a.;1;207250000;207250000;207250000;10;Percentual DI;;115;Anualmente;Não informado;;20/04/2028;Não se aplica;Empreendimentos e participações;Outras participações;19/04/2018;Não;;Real com garantia adicional;;Não se aplica
SP-2023-80197;ANBIMA/2018/00781;Nsp investimentos s.a. - em recuperacao judicial;;;2;7;03/10/2018;Encerrada;78000000;Debêntures;Banco santander (brasil) s.a.;1;78000000;78000000;78000000;4,8;Percentual DI;;115;Anualmente;Não informado;;20/01/2023;Não se aplica;Empreendimentos e participações;Outras participações;19/04/2018;Não;;Real com garantia adicional;;Não se aplica
SP-2018-00527;ANBIMA/2018/00821;Energisa sergipe - distribuidora de energia s.a;;;6;Série Única;19/10/2018;Encerrada;65000000;Debêntures;Banco itau bba s.a.;1000;65000;65000000;65000;7;IPCA;5;;Anualmente;Não informado;;15/09/2025;Não se aplica;Energia elétrica;Distribuidora ou transmissora;15/09/2018;Sim;2;Quirografária com garantia Adicional;;Não se aplica
SP-2023-80197;ANBIMA/2018/00782;Nsp investimentos s.a. - em recuperacao judicial;;;2;8;03/10/2018;Encerrada;245472607;Debêntures;Banco santander (brasil) s.a.;1;245472607;245472607;245472607;5;Percentual DI;;115;Anualmente;Não informado;;20/04/2023;Não se aplica;Empreendimentos e participações;Outras participações;19/04/2018;Não;;Real com garantia adicional;;Não se aplica
SP-2023-80197;ANBIMA/2018/00783;Nsp investimentos s.a. - em recuperacao judicial;;;2;10;03/10/2018;Encerrada;170871554;Debêntures;Banco santander (brasil) s.a.;1;170871554;170871554;170871554;5;Percentual DI;;115;Anualmente;Não informado;;20/04/2023;Não se aplica;Empreendimentos e participações;Outras participações;19/04/2018;Não;;Real com garantia adicional;;Não se aplica
SP-2023-80197;ANBIMA/2018/00784;Nsp investimentos s.a. - em recuperacao judicial;;;2;11;03/10/2018;Encerrada;91250000;Debêntures;Banco santander (brasil) s.a.;1;91250000;91250000;91250000;10;Percentual DI;;115;Anualmente;Não informado;;20/04/2028;Não se aplica;Empreendimentos e participações;Outras participações;19/04/2018;Não;;Real com garantia adicional;;Não se aplica
SP-2018-00463;ANBIMA/2018/00733;Martins comercio e servicos de distribuicao s/a ;;;1;Série Única;04/10/2018;Encerrada;200000000;Debêntures;Banco bradesco bbi s.a.;10000;20000;200000000;20000;5;Percentual DI;;109;Anualmente;Não informado;;04/10/2023;Não se aplica;Comércio atacadista e varejista;Varejo de diversos produtos;04/10/2018;Não;;Real;;Não se aplica
SP-2018-00476;ANBIMA/2018/00749;Equatorial energia s/a;;;3;Série Única;04/10/2018;Encerrada;448400000;Debêntures;Banco itau bba s.a.;1000;448400;448400000;448400;6;DI + Spread;1;;Anualmente;Não informado;;01/10/2024;Não se aplica;Energia elétrica;Participações em empresas de energia elétrica;01/10/2018;Não;;Quirografária;;Não se aplica
SP-2018-50024;ANBIMA/2018/50024;Gaia securitizadora sa;;;10;2;04/10/2018;Encerrada;19500000;CRA;Necton investimentos s.a. corretora de valores mobiliarios e commodities;10000;1950;19500000;1950;5;DI + Spread;3;;Anualmente;Mensalmente;;21/09/2023;;Financeiro;Securitizadoras;21/09/2018;Não se aplica;;Não se aplica;;
SP-2018-00464;ANBIMA/2018/00734;Forte securitizadora s.a.;;;1;23;05/10/2018;Encerrada;11000000;CRI;Cm capital markets distribuidora de titulos e valores mobiliarios ltda.;100000;110;11000000;110;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Compra e Venda;Pulverizado
SP-2018-00484;ANBIMA/2018/00763;Copel distribuicao s.a.;;;4;Série Única;05/10/2018;Encerrada;1000000000;Debêntures;Bb-banco de investimento s.a.;1;1000000000;1000000000;1000000000;5;DI + Spread;3;;Anualmente;Não informado;;27/09/2023;Não se aplica;Energia elétrica;Distribuidora ou transmissora;27/09/2018;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00485;ANBIMA/2018/00764;Delta 5 energia s.a. ;;;1;Série Única;05/10/2018;Encerrada;127000000;Debêntures;Banco bradesco bbi s.a.;1;127000000;127000000;127000000;1,5;DI + Spread;2;;Anualmente;Não informado;;20/10/2019;Não se aplica;Energia elétrica;Geração - fontes renováveis;20/04/2018;Não;;Real com garantia adicional;;Não se aplica
SP-2018-00486;ANBIMA/2018/00765;Delta 6 energia s.a. ;;;1;Série Única;05/10/2018;Encerrada;113000000;Debêntures;Banco bradesco bbi s.a.;1;113000000;113000000;113000000;1,5;DI + Spread;2;;Anualmente;Não informado;;20/10/2019;Não se aplica;Energia elétrica;Geração - fontes renováveis;20/04/2018;Não;;Real com garantia adicional;;Não se aplica
SP-2018-00502;ANBIMA/2018/00792;Concessionaria da rodovia presidente dutra s/a ;;;5;Série Única;05/10/2018;Encerrada;60000000;Debêntures;Bb-banco de investimento s.a.;10000;6000;60000000;6000;1;Percentual DI;;106;Anualmente;Não informado;;20/09/2019;Não se aplica;Transporte e logística;Transporte rodoviário;20/09/2018;Não;;Quirografária;;Não se aplica
SP-2018-00471;ANBIMA/2018/00747;Logos companhia securitizadora s/a;;;1;23;08/10/2018;Encerrada;39440000;CRI;Cm capital markets distribuidora de titulos e valores mobiliarios ltda.;10000;3944;39440000;3944;;Não identificado;;;Não se aplica;Não se aplica;;;Sênior;Financeiro;Securitizadoras;;;;Não se aplica;Compra e Venda;Pulverizado
SP-2018-00471;ANBIMA/2018/00748;Logos companhia securitizadora s/a;;;1;24;08/10/2018;Encerrada;9850000;CRI;Cm capital markets distribuidora de titulos e valores mobiliarios ltda.;10000;985;9850000;985;;Não identificado;;;Não se aplica;Não se aplica;;;Subordinada;Financeiro;Securitizadoras;;;;Não se aplica;Compra e Venda;Pulverizado
SP-2018-50025;ANBIMA/2018/50025;Eco securitizadora de direitos creditorios do agronegocio sa;;;1;177;08/10/2018;Encerrada;3000000;CRA;Spinelli sa corretora de valores mobiliarios e cambio;1000;3000;3000000;3000;3,8;DI + Spread;2;;Anualmente;Anualmente;;28/06/2022;;Financeiro;Securitizadoras;21/09/2018;Não se aplica;;Não se aplica;;
SP-2018-50025;ANBIMA/2018/50026;Eco securitizadora de direitos creditorios do agronegocio sa;;;1;178;08/10/2018;Encerrada;22000000;CRA;Spinelli sa corretora de valores mobiliarios e cambio;1000;22000;22000000;22000;3,8;DI + Spread;2;;Anualmente;Anualmente;;28/06/2022;;Financeiro;Securitizadoras;21/09/2018;Não se aplica;;Não se aplica;;
SP-2018-50122;ANBIMA/2018/50122;Src companhia securitizadora de creditos financeiros ;;;1;Série Única;08/10/2018;Encerrada;750000000;Debêntures;Oliveira trust distribuidora de titulos e valores mobiliarios s.a.;1000;750000;750000000;750000;1,1;Percentual DI;;103;Anualmente;Não informado;;21/10/2019;Não se aplica;Financeiro;Outros serviços financeiros;20/09/2018;Não;;Real;;Não se aplica
SP-2018-00490;ANBIMA/2018/00769;Park empreendimentos comerciais s/a;;;1;Série Única;10/10/2018;Encerrada;43200000;Debêntures;Banco bradesco bbi s.a.;1000;43200;43200000;43200;5;DI + Spread;2;;Anualmente;Não informado;;24/09/2023;Não se aplica;Construção civil;Construtora e incorporadora;24/09/2018;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00489;ANBIMA/2018/00768;Oncoclinicas do brasil servicos medicos s.a.;;;7;Série Única;11/10/2018;Encerrada;300000000;Debêntures;Banco santander (brasil) s.a.;10000;30000;300000000;30000;5;DI + Spread;2;;Anualmente;Não informado;;28/09/2023;Não se aplica;Assistência médica;Clínica e hospital;28/09/2018;Não;;Real com garantia adicional;;Não se aplica
SP-2018-00509;ANBIMA/2018/00799;Vidroporto s.a.;;;2;Série Única;11/10/2018;Encerrada;200000000;Debêntures;Banco itau bba s.a.;1000;200000;200000000;200000;5,5;DI + Spread;3;;Anualmente;Não informado;;01/04/2024;Não se aplica;Indústria e comércio;Fábricação de produtos em vidro;01/10/2018;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2018-50027;ANBIMA/2018/50027;Eco securitizadora de direitos creditorios do agronegocio sa;;;1;188;11/10/2018;Encerrada;20000000;CRA;Necton investimentos s.a. corretora de valores mobiliarios e commodities;1000;20000;20000000;20000;3,2;DI + Spread;4;;Anualmente;Semestralmente;;30/12/2021;;Financeiro;Securitizadoras;04/10/2018;Não se aplica;;Não se aplica;;
SP-2018-00483;ANBIMA/2018/00762;Rb capital companhia de securitizacao;Anhanguera educacional participações s.a.;;1;186;15/10/2018;Encerrada;35364000;CRI;Rb capital investimentos distribuidora de titulos e valores mobiliarios limitada;1000;35364;35364000;35364;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Locação;Concentrado
SP-2018-00515;ANBIMA/2018/00809;Pirapora solar holding s.a. ;;;1;Série Única;15/10/2018;Encerrada;220000000;Debêntures;Banco btg pactual s.a.;1000;220000;220000000;220000;16;IPCA;6;;Anualmente;Não informado;;15/08/2034;Não se aplica;Energia elétrica;Geração - fontes renováveis;15/08/2018;Sim;2;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00491;ANBIMA/2018/00770;Brasil pch s.a. ;;;1;1;16/10/2018;Encerrada;450000000;Debêntures;Banco itau bba s.a.;1000;450000;450000000;450000;8,1;DI + Spread;2;;Anualmente;Não informado;;15/11/2026;Não se aplica;Energia elétrica;Geração - fontes renováveis;15/10/2018;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00491;ANBIMA/2018/00771;Brasil pch s.a. ;;;1;2;16/10/2018;Encerrada;450000000;Debêntures;Banco itau bba s.a.;1000;450000;450000000;450000;8,1;IPCA;8;;Anualmente;Não informado;;15/11/2026;Não se aplica;Energia elétrica;Geração - fontes renováveis;15/10/2018;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00487;ANBIMA/2018/00766;Tcc - transmissora caminho do cafe s.a.;;;1;Série Única;17/10/2018;Encerrada;680000000;Debêntures;Banco itau bba s.a.;1000;680000;680000000;680000;10;IPCA;7;;Anualmente;Não informado;;15/09/2028;Não se aplica;Energia elétrica;Distribuidora ou transmissora;15/09/2018;Sim;2;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00488;ANBIMA/2018/00767;Tpe - transmissora paraiso de energia s.a. ;;;1;Série Única;17/10/2018;Encerrada;1070000000;Debêntures;Banco itau bba s.a.;1000;1070000;1070000000;1070000;10;IPCA;7;;Anualmente;Não informado;;15/09/2028;Não se aplica;Energia elétrica;Distribuidora ou transmissora;15/09/2018;Sim;2;Quirografária com garantia Adicional;;Não se aplica
SP-2018-00523;ANBIMA/2018/00818;Abimex importacao e exportacao s/a ;;;2;Série Única;18/10/2018;Encerrada;100000000;Debêntures;Banco bradesco bbi s.a.;1;100000000;100000000;100000000;6;DI + Spread;1;;Anualmente;Não informado;;15/10/2024;Não se aplica;Comércio atacadista e varejista;Roupas e calçados;15/10/2018;Não;;Quirografária com garantia Adicional;;Não se aplica
RJ-2017-03892;CRI/2018/001;Barigui securitizadora s.a. ;;;1;62;19/10/2018;Encerrada;9697080,6;CRI;Cm capital markets distribuidora de titulos e valores mobiliarios ltda.;44893,89167;216;9697080,6;216;;Não identificado;;;Não se aplica;Não se aplica;;;Sênior;Financeiro;Securitizadoras;;;;Não se aplica;Híbrido;Pulverizado
