Codigo da oferta;Codigo da serie;Emissor;Nome do devedor;Nome de operacao;Emissao;Serie;Data de encerramento da oferta;Status da oferta;Valor total encerrado da serie;TVM;Coordenador lider;Preco unitario;Quantidade total emitida da serie;Valor total emitido da serie;Quantidade total encerrada da serie;Prazo serie;Indexador;Spread;Juros;Periodicidade taxa;Periodicidade pagamento;Data do inicio da rentabilidade;Data de vencimento;Serie senior junior;Setor ANBIMA emissor ou devedor;Segmento ANBIMA emissor ou devedor;Data de emissao;Lei 12431;Artigo da 12431;Garantia;Lastro;Risco de credito
SP-2022-00704;ANBIMA/2022/00929;True securitizadora s.a.;Pnu nações unidas desenvolvimento imobiliário s.a;;69;2;01/09/2022;Encerrada;10000000;CRI;True securitizadora s.a.;1000;10000;10000000;10000;;Não identificado;;;Não se aplica;Não se aplica;;;Sênior;Financeiro;Securitizadoras;;;;Não se aplica;Compra e Venda;Concentrado
SP-2022-50899;ANBIMA/2022/50899;Eco securitizadora de direitos creditorios do agronegocio sa;;;192;1;01/09/2022;Encerrada;42000000;CRA;Eco securitizadora de direitos creditorios do agronegocio sa;1000;42000;42000000;42000;4,1;DI + Spread;5;;Anualmente;Anualmente;;30/09/2026;;Financeiro;Securitizadoras;26/08/2022;Não se aplica;;Não se aplica;;
SP-2022-50899;ANBIMA/2022/50900;Eco securitizadora de direitos creditorios do agronegocio sa;;;192;2;01/09/2022;Encerrada;6000000;CRA;Eco securitizadora de direitos creditorios do agronegocio sa;1000;6000;6000000;6000;4,1;DI + Spread;7;;Anualmente;Anualmente;;30/09/2026;;Financeiro;Securitizadoras;26/08/2022;Não se aplica;;Não se aplica;;
SP-2022-50901;ANBIMA/2022/50901;Virgo companhia de securitizacao;;;126;Série única;01/09/2022;Encerrada;40000000;CRA;Virgo companhia de securitizacao;1000;40000;40000000;40000;4;DI + Spread;5;;Anualmente;Mensalmente;;24/08/2026;;Financeiro;Securitizadoras;22/08/2022;Não se aplica;;Não se aplica;;
SP-2022-50902;ANBIMA/2022/50902;Travessia securitizadora s.a.;Atmosfera incorporações e construções ltda.;;1;31;01/09/2022;Encerrada;34516000;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1000;34516;34516000;34516;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Compra e Venda;Concentrado
SP-2022-50904;ANBIMA/2022/50904;True securitizadora s.a.;"Md al lanai beach spe ltda. ; moura dubeux engenharia e empreendimentos ltda ; md ba rv construcoes ltda ; md ce josé américo construções spe ltda ; md rn roselandia construções spe ltda";;53;1;01/09/2022;Encerrada;19547045;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1;19547045;19547045;19547045;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Outros;Concentrado
SP-2022-50904;ANBIMA/2022/50905;True securitizadora s.a.;"Moura dubeux engenharia e empreendimentos ltda ; md ba rv construcoes ltda ; md ce josé américo construções spe ltda ; md rn roselandia construções spe ltda ; md al lanai beach spe ltda.";;53;2;01/09/2022;Encerrada;17433902;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1;17433902;17433902;17433902;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Outros;Concentrado
SP-2022-50904;ANBIMA/2022/50906;True securitizadora s.a.;"Md ba rv construcoes ltda ; md al lanai beach spe ltda. ; md rn roselandia construções spe ltda ; moura dubeux engenharia e empreendimentos ltda ; md ce josé américo construções spe ltda";;53;3;01/09/2022;Encerrada;17433902;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1;17433902;17433902;17433902;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Outros;Concentrado
SP-2022-50904;ANBIMA/2022/50907;True securitizadora s.a.;"Moura dubeux engenharia e empreendimentos ltda ; md al lanai beach spe ltda. ; md rn roselandia construções spe ltda ; md ce josé américo construções spe ltda ; md ba rv construcoes ltda";;53;4;01/09/2022;Encerrada;17433902;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1;17433902;17433902;17433902;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Outros;Concentrado
SP-2022-50904;ANBIMA/2022/50908;True securitizadora s.a.;"Md ba rv construcoes ltda ; moura dubeux engenharia e empreendimentos ltda ; md al lanai beach spe ltda. ; md rn roselandia construções spe ltda ; md ce josé américo construções spe ltda";;53;5;01/09/2022;Encerrada;34867805;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1;34867805;34867805;34867805;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Outros;Concentrado
SP-2022-50904;ANBIMA/2022/50909;True securitizadora s.a.;"Md ba rv construcoes ltda ; moura dubeux engenharia e empreendimentos ltda ; md al lanai beach spe ltda. ; md rn roselandia construções spe ltda ; md ce josé américo construções spe ltda";;53;6;01/09/2022;Encerrada;9584551;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1;9584551;9584551;9584551;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Outros;Concentrado
SP-2022-50904;ANBIMA/2022/50910;True securitizadora s.a.;"Md ce josé américo construções spe ltda ; moura dubeux engenharia e empreendimentos ltda ; md al lanai beach spe ltda. ; md rn roselandia construções spe ltda ; md ba rv construcoes ltda";;53;7;01/09/2022;Encerrada;8551703;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1;8551703;8551703;8551703;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Outros;Concentrado
SP-2022-50904;ANBIMA/2022/50911;True securitizadora s.a.;"Md ba rv construcoes ltda ; moura dubeux engenharia e empreendimentos ltda ; md al lanai beach spe ltda. ; md ce josé américo construções spe ltda ; md rn roselandia construções spe ltda";;53;8;01/09/2022;Encerrada;8551703;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1;8551703;8551703;8551703;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Outros;Concentrado
SP-2022-50904;ANBIMA/2022/50912;True securitizadora s.a.;"Md ce josé américo construções spe ltda ; md al lanai beach spe ltda. ; moura dubeux engenharia e empreendimentos ltda ; md rn roselandia construções spe ltda ; md ba rv construcoes ltda";;53;9;01/09/2022;Encerrada;8551703;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1;8551703;8551703;8551703;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Outros;Concentrado
SP-2022-50904;ANBIMA/2022/50913;True securitizadora s.a.;"Md rn roselandia construções spe ltda ; md al lanai beach spe ltda. ; moura dubeux engenharia e empreendimentos ltda ; md ba rv construcoes ltda ; md ce josé américo construções spe ltda";;53;10;01/09/2022;Encerrada;17103406;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1;17103406;17103406;17103406;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Outros;Concentrado
SP-2022-50904;ANBIMA/2022/50914;True securitizadora s.a.;"Md al lanai beach spe ltda. ; moura dubeux engenharia e empreendimentos ltda ; md ba rv construcoes ltda ; md ce josé américo construções spe ltda ; md rn roselandia construções spe ltda";;53;11;01/09/2022;Encerrada;9063130;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1;9063130;9063130;9063130;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Outros;Concentrado
SP-2022-50904;ANBIMA/2022/50915;True securitizadora s.a.;"Md al lanai beach spe ltda. ; md rn roselandia construções spe ltda ; md ce josé américo construções spe ltda ; md ba rv construcoes ltda ; moura dubeux engenharia e empreendimentos ltda";;53;12;01/09/2022;Encerrada;8108014;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1;8108014;8108014;8108014;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Outros;Concentrado
SP-2022-50904;ANBIMA/2022/50916;True securitizadora s.a.;"Moura dubeux engenharia e empreendimentos ltda ; md ba rv construcoes ltda ; md ce josé américo construções spe ltda ; md rn roselandia construções spe ltda ; md al lanai beach spe ltda.";;53;13;01/09/2022;Encerrada;8108014;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1;8108014;8108014;8108014;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Outros;Concentrado
SP-2022-50904;ANBIMA/2022/50917;True securitizadora s.a.;"Moura dubeux engenharia e empreendimentos ltda ; md al lanai beach spe ltda. ; md rn roselandia construções spe ltda ; md ce josé américo construções spe ltda ; md ba rv construcoes ltda";;53;14;01/09/2022;Encerrada;8108014;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1;8108014;8108014;8108014;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Outros;Concentrado
SP-2022-50904;ANBIMA/2022/50918;True securitizadora s.a.;"Moura dubeux engenharia e empreendimentos ltda ; md al lanai beach spe ltda. ; md rn roselandia construções spe ltda ; md ce josé américo construções spe ltda ; md ba rv construcoes ltda";;53;15;01/09/2022;Encerrada;16216029;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1;16216029;16216029;16216029;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Outros;Concentrado
SP-2022-50904;ANBIMA/2022/50919;True securitizadora s.a.;"Md al lanai beach spe ltda. ; moura dubeux engenharia e empreendimentos ltda ; md ba rv construcoes ltda ; md ce josé américo construções spe ltda ; md rn roselandia construções spe ltda";;53;16;01/09/2022;Encerrada;7858420;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1;7858420;7858420;7858420;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Outros;Concentrado
SP-2022-50904;ANBIMA/2022/50920;True securitizadora s.a.;"Md rn roselandia construções spe ltda ; md ba rv construcoes ltda ; md ce josé américo construções spe ltda ; moura dubeux engenharia e empreendimentos ltda ; md al lanai beach spe ltda.";;53;17;01/09/2022;Encerrada;7007061;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1;7007061;7007061;7007061;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Outros;Concentrado
SP-2022-50904;ANBIMA/2022/50921;True securitizadora s.a.;"Moura dubeux engenharia e empreendimentos ltda ; md al lanai beach spe ltda. ; md rn roselandia construções spe ltda ; md ce josé américo construções spe ltda ; md ba rv construcoes ltda";;53;18;01/09/2022;Encerrada;7007061;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1;7007061;7007061;7007061;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Outros;Concentrado
SP-2022-50904;ANBIMA/2022/50922;True securitizadora s.a.;"Md ce josé américo construções spe ltda ; moura dubeux engenharia e empreendimentos ltda ; md ba rv construcoes ltda ; md al lanai beach spe ltda. ; md rn roselandia construções spe ltda";;53;19;01/09/2022;Encerrada;7007061;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1;7007061;7007061;7007061;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Outros;Concentrado
SP-2022-50904;ANBIMA/2022/50923;True securitizadora s.a.;"Md ce josé américo construções spe ltda ; md al lanai beach spe ltda. ; moura dubeux engenharia e empreendimentos ltda ; md rn roselandia construções spe ltda ; md ba rv construcoes ltda";;53;20;01/09/2022;Encerrada;14014124;CRI;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1;14014124;14014124;14014124;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Outros;Concentrado
SP-2022-50924;ANBIMA/2022/50924;Travessia securitizadora de creditos financeiros xxii s.a.;;;1;Série Única;01/09/2022;Encerrada;100000000;Debêntures;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1000;100000;100000000;100000;3;DI + Spread;6;;Anualmente;Não informado;;26/08/2025;Não se aplica;Financeiro;Securitizadoras;19/08/2022;Não;;Quirografária;;Não se aplica
RJ-2022-02092;CRA/2022/023;Virgo companhia de securitizacao;;;114;Série única;02/09/2022;Encerrada;400000000;CRA;Xp investimentos cctvm s.a.;1000;400000;400000000;400000;8;IPCA;7;;Anualmente;Semestralmente;;15/08/2030;;Financeiro;Securitizadoras;15/08/2022;Não se aplica;;Não se aplica;;
SP-2021-00554;ANBIMA/2021/00816;Companhia provincia de securitizacao;One ministro luiz galotti empreendimento imobiliário spe ltda;;3;40;02/09/2022;Encerrada;12000000;CRI;Companhia provincia de securitizacao;1000;12000;12000000;12000;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Cédulas de crédito bancário;Concentrado
SP-2021-00554;ANBIMA/2022/50933;Companhia provincia de securitizacao;One iperoig empreendimento imobiliário spe ltda.;;3;41;02/09/2022;Encerrada;18000000;CRI;Companhia provincia de securitizacao;1000;18000;18000000;18000;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Cédulas de crédito bancário;Concentrado
SP-2022-00660;ANBIMA/2022/00871;Aegea saneamento e participacoes s.a.;;;11;Série Única;02/09/2022;Encerrada;800000000;Debêntures;Banco btg pactual s.a.;1000;800000;800000000;800000;7;DI + Spread;2,45;;Anualmente;Não informado;;02/09/2029;Não se aplica;Saneamento;Água e esgoto;02/09/2022;Não;;Flutuante;;Não se aplica
SP-2022-50930;ANBIMA/2022/50930;Ceres securitizadora s/a;;;5;1;02/09/2022;Encerrada;10000000;CRA;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1000;10000;10000000;10000;4;DI + Spread;4;;Anualmente;Semestralmente;;20/08/2026;;Financeiro;Securitizadoras;15/08/2022;Não se aplica;;Não se aplica;;
SP-2022-50930;ANBIMA/2022/50931;Ceres securitizadora s/a;;;5;2;02/09/2022;Encerrada;10000000;CRA;Terra investimentos distribuidora de titulos e valores mobiliarios ltda;1000;10000;10000000;10000;4;DI + Spread;7;;Anualmente;Semestralmente;;20/08/2026;;Financeiro;Securitizadoras;15/08/2022;Não se aplica;;Não se aplica;;
SP-2022-00650;ANBIMA/2022/00856;Ecorodovias concessoes e servicos s/a;;;11;Série Única;05/09/2022;Encerrada;1050000000;Debêntures;Banco bradesco bbi s.a.;1000;1050000;1050000000;1050000;5;DI + Spread;1,6;;Anualmente;Não informado;;22/08/2027;Não se aplica;Transporte e logística;Participações em empresas de transporte e logística;22/08/2022;Não;;Quirografária;;Não se aplica
SP-2022-00668;ANBIMA/2022/00879;Aliansce sonae shopping centers s.a;;;6;Série Única;05/09/2022;Encerrada;1000000000;Debêntures;Banco bradesco bbi s.a.;1000;1000000;1000000000;1000000;5;DI + Spread;1,35;;Anualmente;Não informado;;26/08/2027;Não se aplica;Serviços imobiliários;Administração de shopping center;26/08/2022;Não;;Quirografária;;Não se aplica
SP-2022-00653;ANBIMA/2022/00859;Concessionaria de iluminacao publica conecta feira de santana sa;;;1;Série Única;06/09/2022;Encerrada;40000000;Debêntures;Banco btg pactual s.a.;1000;40000;40000000;40000;9,5;IPCA;8,01;;Anualmente;Não informado;;15/12/2031;Não se aplica;Outros serviços;;15/06/2022;Sim;2;Real;;Não se aplica
SP-2022-00654;ANBIMA/2022/00860;Concessionaria de iluminacao publica conecta aracaju s.a.;;;1;Série Única;06/09/2022;Encerrada;40000000;Debêntures;Banco btg pactual s.a.;1000;40000;40000000;40000;9,5;IPCA;8,01;;Anualmente;Não informado;;15/12/2031;Não se aplica;Outros serviços;;15/06/2022;Sim;2;Real;;Não se aplica
SP-2022-00657;ANBIMA/2022/00865;Eco securitizadora de direitos creditorios do agronegocio sa;;;185;1;06/09/2022;Encerrada;90000000;CRA;Banco bradesco bbi s.a.;1000;90000;90000000;90000;4,4;DI + Spread;5;;Anualmente;Anualmente;;30/12/2026;;Financeiro;Securitizadoras;08/08/2022;Não se aplica;;Não se aplica;;
SP-2022-00657;ANBIMA/2022/00866;Eco securitizadora de direitos creditorios do agronegocio sa;;;185;2;06/09/2022;Encerrada;12000000;CRA;Banco bradesco bbi s.a.;1000;12000;12000000;12000;4,4;DI + Spread;7;;Anualmente;Anualmente;;30/12/2026;;Financeiro;Securitizadoras;08/08/2022;Não se aplica;;Não se aplica;;
SP-2022-00659;ANBIMA/2022/00868;True securitizadora s.a.;;;24;1;06/09/2022;Encerrada;88612000;CRI;Banco itau bba s.a.;1000;88612;88612000;88612;;Não identificado;;;Não se aplica;Não se aplica;;;;Financeiro;Securitizadoras;;;;Não se aplica;;
SP-2022-00659;ANBIMA/2022/00869;True securitizadora s.a.;;;24;2;06/09/2022;Encerrada;142965000;CRI;Banco itau bba s.a.;1000;142965;142965000;142965;;Não identificado;;;Não se aplica;Não se aplica;;;;Financeiro;Securitizadoras;;;;Não se aplica;;
SP-2022-00659;ANBIMA/2022/00870;True securitizadora s.a.;;;24;3;06/09/2022;Encerrada;115788000;CRI;Banco itau bba s.a.;1000;115788;115788000;115788;;Não identificado;;;Não se aplica;Não se aplica;;;;Financeiro;Securitizadoras;;;;Não se aplica;;
SP-2022-00677;ANBIMA/2022/00897;True securitizadora s.a.;Oncoclínicas do brasil serviços médicos s.a.;;54;1;06/09/2022;Encerrada;241211000;CRI;Banco safra s a;1000;241211;241211000;241211;;Não identificado;;;Não se aplica;Não se aplica;;;Sênior;Financeiro;Securitizadoras;;;;Não se aplica;Outros;Concentrado
SP-2022-00677;ANBIMA/2022/00898;True securitizadora s.a.;Oncoclínicas do brasil serviços médicos s.a.;;54;2;06/09/2022;Encerrada;194626000;CRI;Banco safra s a;1000;194626;194626000;194626;;Não identificado;;;Não se aplica;Não se aplica;;;Sênior;Financeiro;Securitizadoras;;;;Não se aplica;Outros;Concentrado
SP-2022-00677;ANBIMA/2022/00899;True securitizadora s.a.;Oncoclínicas do brasil serviços médicos s.a.;;54;3;06/09/2022;Encerrada;64163000;CRI;Banco safra s a;1000;64163;64163000;64163;;Não identificado;;;Não se aplica;Não se aplica;;;Sênior;Financeiro;Securitizadoras;;;;Não se aplica;Outros;Concentrado
SP-2022-51023;ANBIMA/2022/51024;Habitasec securitizadora s.a.;;;15;Série Única;27/09/2022;Encerrada;11300000;CRI;Habitasec securitizadora s.a.;1000;11300;11300000;11300;;Não identificado;;;Não se aplica;Não se aplica;;;;Financeiro;Securitizadoras;;;;Não se aplica;;
SRE/2024/16778;CVM/SRE/AUT/CRI/PRI/2024/563;Canal companhia de securitizacao;;;108;1;15/08/2024;Encerrada;40000000;CRI;Canal companhia de securitizacao;1000;40000;40000000;40000;5;IPCA;8,8;;Anualmente;Mensalmente;;24/07/2029;;Financeiro;Securitizadoras;30/07/2024;Não;;Não se aplica;;
SP-2022-00680;ANBIMA/2022/00892;True securitizadora s.a.;;;38;1;06/09/2022;Encerrada;1060000000;CRA;Ubs brasil corretora de cambio, titulos e valores mobiliarios s.a.;1000;1060000;1060000000;1060000;10;IPCA;7;;Anualmente;Anualmente;;16/08/2032;;Financeiro;Securitizadoras;16/08/2022;Não se aplica;;Não se aplica;;
SP-2022-00680;ANBIMA/2022/00893;True securitizadora s.a.;;;38;2;06/09/2022;Encerrada;940000000;CRA;Ubs brasil corretora de cambio, titulos e valores mobiliarios s.a.;1000;940000;940000000;940000;15;IPCA;7;;Anualmente;Anualmente;;17/08/2037;;Financeiro;Securitizadoras;16/08/2022;Não se aplica;;Não se aplica;;
SP-2022-00691;ANBIMA/2022/00908;Tupy s/a;;;4;Série Única;06/09/2022;Encerrada;1000000000;Debêntures;Banco itau bba s.a.;1000;1000000;1000000000;1000000;5;DI + Spread;1,5;;Anualmente;Não informado;;06/09/2027;Não se aplica;Metalurgia e siderurgia;;06/09/2022;Não;;Quirografária;;Não se aplica
SP-2022-00667;ANBIMA/2022/00878;Braskem s.a;;;17;Série Única;08/09/2022;Encerrada;750000000;Debêntures;Banco santander (brasil) s.a.;1000;750000;750000000;750000;7;DI + Spread;1,75;;Anualmente;Não informado;;22/08/2029;Não se aplica;Química e petroquímica;;22/08/2022;Não;;Real;;Não se aplica
SP-2022-00682;ANBIMA/2022/00895;Opea securitizadora s.a.;Armazem mateus s.a;;38;Série Única;09/09/2022;Encerrada;65712000;CRI;Xp investimentos cctvm s.a.;1000;65712;65712000;65712;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Locação;Concentrado
SP-2022-50954;ANBIMA/2022/50954;Virgo companhia de securitizacao;;;20;1;09/09/2022;Encerrada;5000000;CRI;Virgo companhia de securitizacao;1000;5000;5000000;5000;;Não identificado;;;Não se aplica;Não se aplica;;;;Financeiro;Securitizadoras;;;;Não se aplica;;
SP-2022-00664;ANBIMA/2022/00875;Viacao aguia branca s a;;;3;Série Única;12/09/2022;Encerrada;85000000;Debêntures;Caixa economica federal;1000;85000;85000000;85000;6;DI + Spread;2,79;;Anualmente;Não informado;;09/09/2028;Não se aplica;Transporte e logística;Transporte rodoviário;09/09/2022;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2022-00665;ANBIMA/2022/00876;True securitizadora s.a.;Mitre realty empreendimentos e participações s.a.;;67;1;12/09/2022;Encerrada;150000000;CRI;Xp investimentos cctvm s.a.;1000;150000;150000000;150000;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Compra e Venda;Concentrado
SP-2022-00701;ANBIMA/2022/00921;Ciranda i holding s.a.;;;1;Série Única;12/09/2022;Encerrada;222000000;Debêntures;Banco bradesco bbi s.a.;1000;222000;222000000;222000;1;DI + Spread;2,5;;Anualmente;Não informado;;17/04/2023;Não se aplica;Energia elétrica;Participações em empresas de energia elétrica;17/04/2022;Não;;Real com garantia adicional;;Não se aplica
SP-2022-00678;ANBIMA/2022/00896;Virgo companhia de securitizacao;;;138;Série única;14/09/2022;Encerrada;75140000;CRA;Xp investimentos cctvm s.a.;1000;75140;75140000;75140;9,9;Pré-Fixado;;13;Anualmente;Mensalmente;;19/07/2032;;Financeiro;Securitizadoras;06/09/2022;Não se aplica;;Não se aplica;;
SP-2022-00675;ANBIMA/2022/00890;Bari securitizadora s.a.;"Toledo ferrari construtora e incorporadora ltda. ; helbor empreendimentos s.a. ; hesa 146 – investimentos imobiliários ltda.";;8;1;15/09/2022;Encerrada;142605000;CRI;Br partners banco de investimento s.a.;1000;142605;142605000;142605;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Cédulas de crédito bancário;Concentrado
SP-2022-00676;ANBIMA/2022/00888;Brk - ne/n/co s.a.;;;2;Série Única;15/09/2022;Encerrada;200000000;Debêntures;Banco santander (brasil) s.a.;1000;200000;200000000;200000;2;DI + Spread;2,05;;Anualmente;Não informado;;25/08/2024;Não se aplica;Empreendimentos e participações;Outras participações;25/08/2022;Não;;Quirografária com garantia Adicional;;Não se aplica
SP-2022-00689;ANBIMA/2022/00905;Jalles machado s.a.;;;3;Série Única;15/09/2022;Encerrada;350000000;Debêntures;Ubs brasil corretora de cambio, titulos e valores mobiliarios s.a.;1000;350000;350000000;350000;10;IPCA;6,49;;Anualmente;Não informado;;15/09/2032;Não se aplica;Bioenergia;;15/09/2022;Sim;2;Quirografária;;Não se aplica
SP-2022-00696;ANBIMA/2022/00915;Progen s.a.;;;2;Série Única;16/09/2022;Encerrada;120000000;Debêntures;Ubs brasil corretora de cambio, titulos e valores mobiliarios s.a.;1000;120000;120000000;120000;5;DI + Spread;3,8;;Anualmente;Não informado;;05/09/2027;Não se aplica;Outros serviços;;05/09/2022;Não;;Real com garantia adicional;;Não se aplica
SP-2022-00709;ANBIMA/2022/00936;3r petroleum oleo e gas s.a.;;;2;Série Única;16/09/2022;Encerrada;900000000;Debêntures;Banco abc brasil s.a.;1000;900000;900000000;900000;3;DI + Spread;3;;Anualmente;Não informado;;15/08/2025;Não se aplica;Petróleo e gás;;15/08/2022;Não;;Quirografária;;Não se aplica
SP-2022-00715;ANBIMA/2022/00943;Totvs s.a.;;;4;Série Única;16/09/2022;Encerrada;1500000000;Debêntures;Banco itau bba s.a.;1000;1500000;1500000000;1500000;5;DI + Spread;1,35;;Anualmente;Não informado;;12/09/2027;Não se aplica;Ti e telecomunicações;Serviços em tecnologia;12/09/2022;Não;;Quirografária;;Não se aplica
SP-2022-00718;ANBIMA/2022/00945;Estrela do norte geracao de energia spe s.a.;;;1;Série Única;16/09/2022;Encerrada;160000000;Debêntures;Banco bradesco bbi s.a.;1000;160000;160000000;160000;2;DI + Spread;2,26;;Anualmente;Não informado;;02/09/2024;Não se aplica;Energia elétrica;Geração - fontes renováveis;02/09/2022;Não;;Real com garantia adicional;;Não se aplica
SP-2022-50977;ANBIMA/2022/50977;Virgo companhia de securitizacao;;;47;Série Única;16/09/2022;Encerrada;240000000;CRI;Banco bmg s.a;1000;240000;240000000;240000;;Não identificado;;;Não se aplica;Não se aplica;;;;Financeiro;Securitizadoras;;;;Não se aplica;;
SP-2022-50978;ANBIMA/2022/50978;Opea securitizadora s.a.;;;55;Série Única;16/09/2022;Encerrada;12000000;CRI;Opea securitizadora s.a.;1000;12000;12000000;12000;;Não identificado;;;Não se aplica;Não se aplica;;;;Financeiro;Securitizadoras;;;;Não se aplica;;
SP-2022-00684;ANBIMA/2022/00900;True securitizadora s.a.;"Jfl holding s.a.	";;88;Série Única;19/09/2022;Encerrada;35000000;CRI;True securitizadora s.a.;1000;35000;35000000;35000;;Não identificado;;;Não se aplica;Não se aplica;;;Série única;Financeiro;Securitizadoras;;;;Não se aplica;Locação;Concentrado
SP-2022-50982;ANBIMA/2022/50982;Bari securitizadora s.a.;;;12;1;19/09/2022;Encerrada;28768287,68;CRI;Banco bari de investimentos e financiamentos s.a.;1000,01;28768;28768287,68;28768;;Não identificado;;;Não se aplica;Não se aplica;;;Sênior;Financeiro;Securitizadoras;;;;Não se aplica;Financiamento Imobiliário;Pulverizado
SP-2022-50982;ANBIMA/2022/50983;Bari securitizadora s.a.;;;12;2;19/09/2022;Encerrada;1598239,7;CRI;Banco bari de investimentos e financiamentos s.a.;1000,15;1598;1598239,7;1598;;Não identificado;;;Não se aplica;Não se aplica;;;Mezanino;Financeiro;Securitizadoras;;;;Não se aplica;Financiamento Imobiliário;Pulverizado
SP-2022-50982;ANBIMA/2022/50984;Bari securitizadora s.a.;;;12;3;19/09/2022;Encerrada;1598239,7;CRI;Banco bari de investimentos e financiamentos s.a.;1000,15;1598;1598239,7;1598;;Não identificado;;;Não se aplica;Não se aplica;;;Júnior;Financeiro;Securitizadoras;;;;Não se aplica;Financiamento Imobiliário;Pulverizado
RJ-2022-02709;CRA/2022/024;Vert companhia securitizadora;;;76;1;20/09/2022;Encerrada;467225000;CRA;Banco itau bba s.a.;1000;467225;467225000;467225;4;DI + Spread;1;;Anualmente;Semestralmente;;17/08/2026;;Financeiro;Securitizadoras;15/08/2022;Não se aplica;;Não se aplica;;
